Initial Guess,Remaining Valid Guesses,Remaining Valid Solutions
maids,3444.708406,630.8102253
seils,3532.992201,630.8167244
brand,3525.541161,630.8622184
visne,3766.932409,630.9397747
mopes,3354.146447,630.9441075
skort,3547.443241,631.0441941
bream,3478.078856,631.0775563
cyans,3420.42591,631.1689775
lives,3308.431542,631.1763432
amend,3543.445407,631.1923744
buyer,3347.739168,631.1984402
tryma,3382.733102,631.2131716
treen,3406.945841,631.2699307
drupe,3482.281196,631.2742634
fried,3417.889081,631.3340555
xenia,3421.763432,631.3340555
amble,3546.207539,631.4423744
nazir,3444.994367,631.492201
swain,3726.344887,631.547227
fains,3436.229636,631.5892548
uveal,3484.12695,631.6083189
voces,3298.752166,631.6221837
clerk,3384.12695,631.6451473
chaos,3498.52643,631.6737435
vails,3414.116551,631.7487002
laths,3311.80026,631.75
paver,3402.142981,631.7829289
diker,3398.314991,631.8340555
podal,3553.840555,631.9081456
donah,3532.062392,631.9155113
chute,3452.729203,632.0372617
track,3475.029463,632.0888215
laiks,3417.101386,632.0914211
chide,3544.631282,632.1494801
sneer,3597.338821,632.1763432
sandy,3595.732236,632.1928076
darcy,3341.001733,632.1932409
waned,3436.341854,632.2331023
thema,3435.546794,632.2612652
lunge,3466.126083,632.2712305
platy,3425.681976,632.2941941
crims,3348.10312,632.3201906
cords,3266.718371,632.3466205
ebons,3423.245667,632.4341421
limed,3407.742634,632.4389081
guyle,3478.832756,632.4597054
rizas,3348.305459,632.495234
knars,3416.279463,632.5043328
liefs,3355.57279,632.5905546
zeros,3292.671144,632.6070191
vades,3378.662912,632.6096187
fraim,3567.600953,632.6503466
lweis,3371.994801,632.6616118
hauns,3413.484402,632.6663778
liang,3511.425477,632.7118718
moits,3399.194541,632.7287695
gaped,3463.078423,632.7318024
strip,3461.591854,632.7465338
jurel,3311.343588,632.7530329
strop,3471.562392,632.7590988
therm,3376.967071,632.7660312
senza,3549.262998,632.8180243
scarf,3595.201473,632.8362218
kohen,3418.279463,632.8617851
unica,3505.131716,632.8682842
gluey,3389.307626,632.9098787
doabs,3494.485269,632.9241768
theic,3419.190208,632.970104
graze,3549.651646,632.9735702
plots,3398.254333,633.0324957
crapy,3471.551993,633.0394281
unlit,3425.981802,633.0771231
pinta,3426.62825,633.1247834
forge,3441.041161,633.212305
lawed,3417.570624,633.3626516
warty,3284.282496,633.3674177
fents,3309.255633,633.3674177
pumie,3559.808925,633.3825823
minas,3439.350953,633.3973137
gants,3352.788128,633.3990468
pesty,3518.551993,633.4120451
nomas,3439.039861,633.4744367
leavy,3409.321924,633.4839688
dopas,3476.389948,633.5008666
otaku,3550.660745,633.5021664
ugali,3525.058925,633.5025997
dagos,3457.531196,633.5940208
duets,3395.366118,633.6616118
ganef,3438.572357,633.6681109
tangs,3359.52513,633.7131716
yirth,3269.40338,633.7980936
sades,3563.488735,633.8102253
clays,3410.910745,633.8357886
aorta,3413.017331,633.8401213
covey,3364.578856,633.8994801
chuse,3753.930243,634.0021664
beach,3515.200607,634.0931542
crogs,3349.964905,634.0966205
dashi,3738.514731,634.1091854
milos,3384.707106,634.1334489
ulzie,3539.982669,634.1529463
wheat,3486.378683,634.1889081
rybat,3389.701473,634.2435009
loess,3705.200173,634.25
purls,3242.114818,634.2746967
patte,3493.700607,634.2989601
riven,3346.84662,634.3015598
gauze,3579.069324,634.312825
umras,3330.172877,634.3717504
octad,3478.463172,634.4146447
visor,3754.996967,634.427643
bruit,3469.05156,634.4831023
sella,3530.959705,634.5337955
avels,3419.534229,634.5342288
metho,3411.14818,634.534662
spina,3673.884749,634.5641248
udals,3468.219671,634.567591
rhyta,3322.537262,634.5762565
sixte,3564.19844,634.6078856
farci,3394.12695,634.6395147
senna,3566.356586,634.6551127
izars,3450.411179,634.6741768
etyma,3426.006066,634.6919411
tykes,3327.574523,634.7898614
sahib,3623.839688,634.8115251
croak,3540.65208,634.8509532
grout,3480.172444,634.8561525
lense,3571.401213,634.8687175
naira,3444.016464,634.9029463
vogie,3589.27773,634.9233102
ycled,3345.987435,634.9488735
pogey,3407.7526,634.9506066
chais,3518.795494,634.9722704
tonga,3457.72617,635.072357
tempo,3441.617851,635.1009532
craws,3437.536828,635.1230503
brave,3553.223137,635.1906412
cardy,3353.993501,635.2006066
unket,3436.036828,635.3379549
hadst,3728.344887,635.3622184
herms,3261.159445,635.4445407
bider,3417.977903,635.4800693
dawen,3472.492634,635.567591
bakes,3399.082322,635.5740901
blats,3420.830589,635.5970537
ethos,3416.029463,635.5996534
derms,3301.861352,635.639948
padis,3475.193241,635.6546794
vaper,3422.159445,635.7192374
peare,3464.099653,635.7222704
inlay,3462.081456,635.7543328
texas,3374.741334,635.7976603
gauje,3583.408146,635.8032929
fient,3485.990468,635.8882149
hyper,3343.140381,635.8925477
grand,3556.324523,635.8964471
groin,3505.421577,635.970104
cover,3402.276863,636.105286
dahls,3385.098354,636.1061525
thans,3485.80026,636.1117851
gaunt,3518.060225,636.2162045
garre,3478.147747,636.232669
pedro,3456.231369,636.3279896
inbye,3516.324523,636.3578856
jones,3352.151213,636.3786828
odahs,3530.970104,636.3877816
panty,3386.005199,636.3990468
crier,3410.75,636.4064125
unget,3441.141681,636.4194107
taxed,3423.007366,636.4423744
rykes,3270.159879,636.4562392
bides,3381.009965,636.4805026
koans,3540.590988,636.4848354
vraic,3548.592721,636.4887348
prima,3519.879116,636.5610919
bloke,3595.091421,636.562825
weald,3525.928076,636.5905546
anent,3527.618284,636.5961872
grams,3460.381716,636.6031196
waker,3428.595754,636.6152513
fecit,3416.937608,636.6793761
fovea,3450.728769,636.7071057
muley,3367.194974,636.7885615
looey,3353.169844,636.8028596
roked,3402.603553,636.8392548
racer,3353.295061,636.9228769
upset,3619.962305,636.9337088
neifs,3380.217938,636.9783362
cymes,3337.744367,637.1109185
furan,3450.831889,637.1412478
crith,3429.247834,637.2235702
fayed,3443.995667,637.237435
phial,3561.733969,637.2712305
sodic,3672.05286,637.3418544
imago,3644.638215,637.3973137
guiro,3493.264731,637.4077123
torsk,3562.455373,637.4155113
cawed,3464.418977,637.4176776
yours,3326.976603,637.4610052
kaons,3508.054593,637.4679376
camos,3456.026863,637.4900347
mobes,3381.15338,637.4982669
civet,3435.093154,637.5207972
kents,3351.136049,637.5844887
ixtle,3459.680676,637.6091854
horsy,3575.62435,637.6715771
lurex,3300.69974,637.7079723
slipt,3616.806326,637.8756499
iches,3363.12435,637.8916811
quite,3522.453206,637.9129116
cribs,3365.411179,637.9328423
harms,3311.969237,637.9870017
lunts,3309.60052,637.9978336
girns,3286.528163,638.0212305
spaul,3711.314558,638.0350953
loamy,3507.994801,638.0584922
raspy,3627.936308,638.0836222
guest,3704.511698,638.1286828
borts,3280.17851,638.1828423
wains,3487.777296,638.2231369
clods,3429.020797,638.2261698
reset,3616.977903,638.2699307
sarky,3479.213605,638.2889948
sirup,3522.431542,638.3782496
soces,3525.366118,638.3799827
dewar,3505.476603,638.3934142
reest,3583.802426,638.4410745
elite,3412.507799,638.462305
limos,3415.721404,638.4896014
myope,3572.314558,638.5636915
rebus,3294.510399,638.6585789
vials,3496.14688,638.6811092
redip,3416.70104,638.6815425
broad,3572.707539,638.7092721
eldin,3532.548527,638.7114385
kited,3426.729203,638.7240035
plaid,3614.738735,638.7582322
louns,3401.676776,638.779896
tonic,3458.814558,638.7898614
hurly,3264.577123,638.8258232
roneo,3365.678943,638.8435875
lubes,3346.580589,638.9683709
polts,3353.510832,638.9692374
techy,3312.115685,639.0446274
maare,3499.04896,639.1009532
frays,3445.887782,639.139948
ephor,3495.440641,639.1481802
takis,3455.186742,639.1750433
harps,3333.559359,639.1819757
scaud,3722.418111,639.19974
uhlan,3499.530329,639.232669
unbar,3528.845321,639.232669
omrah,3477.57539,639.2404679
fusel,3687.863518,639.2638648
caked,3489.253466,639.2855286
quiet,3475.612218,639.3076256
tharm,3491.042461,639.3201906
first,3609.340555,639.44974
gnats,3462.662912,639.4770364
abled,3485.289428,639.5246967
sensa,3485.504333,639.5246967
spald,3751.058925,639.5394281
zetas,3386.746967,639.5402946
berth,3333.710572,639.6130849
nidor,3503.462305,639.614818
yonis,3411.416811,639.6269497
dregs,3400.617418,639.6278163
lordy,3328.590121,639.6620451
gaids,3481.675043,639.6707106
lipos,3433.539428,639.6789428
linty,3340.948873,639.6845754
deare,3494.439775,639.762565
stipa,3618.60052,639.8999133
tangi,3457.821057,639.9280763
yapon,3550.540295,639.9298094
amins,3538.7487,639.9969671
twain,3566.993501,640.0060659
dropt,3522.836222,640.0762565
hajes,3395.315425,640.1460139
kalis,3438.989601,640.2092721
yagis,3432.59662,640.2131716
tubes,3374.566724,640.2850953
ratoo,3438.70234,640.297227
nance,3548.311092,640.3171577
kytes,3349.073657,640.3960139
wrapt,3562.176776,640.4241768
tulsi,3607.997834,640.4601386
begot,3502.657712,640.4852686
flake,3627.407279,640.4900347
stond,3679.371317,640.4961005
franc,3547.736568,640.5797227
mensh,3668.375217,640.5797227
okapi,3637.460572,640.6421144
marae,3480.994801,640.6598787
kolas,3459.404679,640.6624783
diode,3628.006499,640.6668111
luxer,3377.039861,640.7157712
flary,3460.956239,640.7188042
pluot,3553.152946,640.784662
bants,3398.918544,640.8110919
ouped,3516.283362,640.8531196
horny,3337.789861,640.8626516
kehua,3467.87565,640.8960139
stony,3605.09662,640.9779029
hazes,3400.441508,641.020364
felty,3312.545061,641.0693241
nicol,3504.012565,641.102253
prove,3556.057192,641.1135182
sanko,3696.938475,641.1681109
speld,3665.200173,641.3154246
chola,3536.330589,641.3184575
dosha,3812.133016,641.3292894
lobed,3464.123917,641.3652513
giber,3441.855286,641.3786828
hants,3412.600953,641.4085789
yerks,3292.958839,641.5667244
scrim,3548.458839,641.6325823
nidal,3557.007799,641.7166378
yelms,3337.935442,641.7491334
thief,3457.654246,641.7595321
agons,3542.899913,641.7777296
wafer,3451.82149,641.8041594
doxie,3617.495234,641.8734835
aided,3549.35052,641.8747834
routh,3408.669844,641.8916811
dopey,3456.661612,641.8986135
hends,3390.37565,641.9289428
lurer,3329.827556,641.944974
varus,3349.168111,642.0368284
skein,3682.797227,642.0498267
topis,3457.40078,642.1754766
feods,3466.637348,642.2049393
tapet,3450.928943,642.2469671
angst,3797.953206,642.2474003
nouls,3419.578856,642.382149
doric,3452.69714,642.479636
takin,3523.557192,642.5337955
laigh,3535.511698,642.5394281
guide,3636.343154,642.547227
gleys,3427.85182,642.6035529
sidha,3674.618718,642.610052
withe,3484.726603,642.6169844
toast,3808.998267,642.6195841
taxol,3535.437175,642.6312825
clash,3837.649047,642.7352686
fomes,3405.235702,642.7777296
towed,3459.120017,642.792461
wince,3545.838388,642.7937608
louma,3533.763432,642.8392548
gimel,3489.743068,642.8817158
voema,3553.074523,642.8843154
derig,3436.592288,642.932409
dicta,3470.07409,642.9579723
wheal,3547.564558,643.0381282
icker,3435.772097,643.0584922
irked,3479.208839,643.0606586
pokes,3438.376083,643.0645581
sexto,3577.544627,643.0714905
paven,3504.834055,643.0740901
pekan,3539.912478,643.0810225
spilt,3641.171144,643.1035529
birsy,3644.183276,643.1161179
sorra,3583.526863,643.1204506
mokes,3430.268631,643.1295494
nipas,3494.722704,643.1577123
regma,3431.469671,643.1884749
teres,3322.353553,643.1967071
peaks,3539.514731,643.2097054
tanhs,3425.009965,643.2309359
gauge,3628.537695,643.2426343
until,3482.004333,643.2699307
grype,3491.562825,643.2733969
katis,3469.132582,643.279896
chary,3486.963172,643.3362218
uneth,3490.103986,643.3591854
scrog,3552.784662,643.4012132
dript,3526.032062,643.419844
molts,3360.609619,643.4423744
beady,3529.587088,643.4428076
yogas,3478.857886,643.4475737
sdayn,3765.029463,643.4709705
blist,3778.176343,643.5277296
snout,3665.627383,643.5350953
plesh,3739.668977,643.547227
clags,3481.743934,643.5840555
fault,3535.051993,643.6308492
abhor,3583.070191,643.6308492
brunt,3502.190208,643.6893414
drawl,3586.225303,643.6984402
cuber,3434.952773,643.7131716
fresh,3749.265165,643.7157712
unwet,3471.368718,643.7629983
cozes,3386.876516,643.7963605
hoped,3493.247834,643.8401213
sprag,3597.870451,644.0537262
bored,3439.919411,644.1299827
asdic,3926.891248,644.1585789
ylems,3446.640815,644.1629116
karsy,3631.978336,644.2036395
grief,3485.316291,644.2140381
claim,3628.180243,644.2370017
flues,3414.505199,644.2712305
setup,3550.561958,644.2716638
deshi,3724.854853,644.3093588
fired,3419.008232,644.462305
hiree,3361.102686,644.4800693
lefty,3338.516031,644.5671577
patly,3436.785095,644.5862218
madge,3635.533362,644.5961872
magot,3592.525563,644.6629116
foist,3799.439775,644.6880416
teles,3391.90208,644.7049393
liman,3554.733536,644.7491334
yitie,3478.35182,644.7612652
atmos,3529.480503,644.7759965
norms,3322.358319,644.839688
baken,3520.383882,644.8444541
baith,3542.561958,644.8656846
naifs,3488.898614,644.867851
butes,3390.132149,644.8938475
coses,3744.933709,644.9566724
signa,3710.638215,644.962305
trest,3679.555026,645.0147314
chirt,3467.939775,645.034662
truer,3406.230069,645.0415945
tokay,3521.390815,645.0441941
bemas,3449.263865,645.0658579
chias,3524.091421,645.1156846
sente,3511.506932,645.1278163
cloys,3443.324957,645.1689775
retox,3409.829723,645.1819757
brief,3490.836655,645.2010399
sakti,3620.44714,645.2292028
trass,3779.866118,645.2370017
frons,3438.280329,645.297227
enoki,3582.481369,645.3162912
chime,3620.17591,645.3401213
stirk,3596.050693,645.3795494
hemin,3496.459272,645.3903813
stere,3477.272964,645.4844021
colds,3386.562392,645.555026
noses,3731.194974,645.6390815
pohed,3502.531196,645.6702773
awols,3546.304593,645.7231369
holts,3371.770797,645.7759965
savin,3730.754766,645.8414211
dowel,3515.091854,645.9038128
peaky,3544.765165,645.9168111
suint,3672.012565,645.9744367
invar,3574.277296,646
pauls,3485.234402,646.0593588
hynde,3509.828856,646.0727903
durns,3344.469671,646.127383
dirty,3354.381282,646.1655113
kebar,3536.745667,646.1754766
oxter,3431.951473,646.3119584
aarti,3467.902946,646.3587522
creel,3514.480069,646.3617851
winey,3425.866551,646.3860485
tasar,3718.529896,646.4566724
larky,3364.860919,646.4865685
arame,3575.958839,646.4974003
trees,3425.17721,646.5636915
cosec,3751.639515,646.6347487
fards,3382.682842,646.7023397
ocker,3463.785962,646.7365685
wried,3504.649913,646.7469671
alifs,3537.737435,646.8743501
wents,3395.436742,646.9077123
amigo,3706.505633,646.9228769
motis,3467.32669,646.9467071
sails,3700.157712,647.0996534
overs,3424.69714,647.1230503
sward,3733.934575,647.1308492
foils,3487.326256,647.267331
gleam,3587.389081,647.2959272
quean,3585.873484,647.3357886
cloam,3628.989601,647.3769497
hover,3456.465338,647.4220104
parer,3446.257799,647.4501733
lubra,3457.652513,647.4662045
heavy,3500.12825,647.4848354
chant,3615.402513,647.5155979
huger,3450.009532,647.5454939
comas,3508.20364,647.5680243
raved,3460.568891,647.6165511
jeons,3472.086655,647.7586655
leuch,3478.866118,647.7629983
terce,3340.034229,647.8167244
styli,3576.441941,647.8392548
slank,3794.805459,647.8509532
yourn,3479.452773,647.8877816
parki,3488.506932,647.9181109
swipe,3763.530329,647.9406412
salol,3714.786828,647.9540728
helms,3375.691508,648.0792894
gnome,3669.42461,648.0961872
matte,3572.030763,648.1018198
chain,3660.704506,648.1611785
geare,3526.121317,648.2274697
jarul,3464.638215,648.2941941
rangy,3422.990035,648.3370884
graft,3599.12305,648.3483536
hinge,3577.619584,648.3513865
tacho,3532.237868,648.3622184
oumas,3556.64948,648.3795494
brags,3510.65078,648.3908146
flour,3564.567158,648.3908146
nones,3423.644714,648.4428076
pinot,3578.724437,648.4870017
tense,3618.017764,648.512565
breid,3550.241768,648.5138648
steer,3630.307192,648.5281629
muirs,3430.078856,648.5662912
prosy,3777.771231,648.5697574
otter,3466.468371,648.5749567
dazes,3466.073657,648.6013865
melds,3409.568458,648.6065858
levis,3410.911612,648.6464471
coxes,3414.637348,648.6559792
gaily,3546.164645,648.6707106
bardo,3536.160312,648.7014731
dated,3484.789428,648.7214038
ogled,3513.241334,648.7287695
erick,3556.190208,648.7712305
ruler,3369.211872,648.7898614
writs,3433.173744,648.7933276
rakus,3421.087955,648.864818
bowse,3907.097487,648.9224437
duple,3613.05026,648.9735702
biker,3483.701473,649.0064991
hours,3407.110919,649.0385615
meare,3535.434575,649.0558925
bluey,3480.045927,649.1230503
noxes,3416.117851,649.1265165
drank,3646.683276,649.1789428
vleis,3486.023397,649.2149047
comal,3613.560659,649.254766
vawte,3541.211872,649.2855286
germs,3347.360052,649.3141248
obeys,3504.785529,649.3193241
crips,3448.135182,649.3271231
mopey,3486.892548,649.4129116
valis,3474.561092,649.4423744
nertz,3362.27513,649.4848354
tegus,3412.306759,649.4883016
margs,3385.925043,649.5511265
gadis,3526.803726,649.5953206
frits,3426.267764,649.6347487
areca,3570.262132,649.6429809
bhais,3604.42591,649.6451473
galop,3602.246101,649.6733102
garms,3390.316724,649.6863085
vault,3566.353553,649.7110052
canid,3592.990035,649.7456672
sages,3631.343154,649.7768631
porty,3375.670277,649.8037262
alley,3511.492201,649.8583189
purge,3510.828423,649.8622184
atria,3512.70104,649.8778163
panne,3618.320191,649.8834489
pokey,3490.600087,649.8964471
tulle,3513.256499,649.9007799
testa,3708.305026,649.9094454
nempt,3497.759965,649.937175
choil,3615.062392,649.9757366
surer,3522.201473,650.0459272
shrew,3526.312825,650.0476603
tonka,3550.204073,650.0485269
hulas,3453.441075,650.0532929
aguti,3589.961005,650.0979203
ovels,3494.897314,650.1187175
stagy,3676.612218,650.1867418
flans,3551.406846,650.1893414
niner,3462.990035,650.22487
souct,3674.736135,650.2439341
hardy,3424.206239,650.2647314
smaze,3831.787262,650.2959272
cobra,3541.745234,650.3193241
volta,3482.453206,650.3483536
scree,3487.872184,650.3483536
scopa,3727.376516,650.3609185
habit,3591.793328,650.4081456
ouzel,3549.457972,650.4129116
aleck,3605.389948,650.4363085
amity,3570.024697,650.4848354
align,3655.4974,650.6161179
yulan,3546.198873,650.632149
debit,3551.863085,650.6377816
clasp,3878.72617,650.6945407
grabs,3522.30026,650.7305026
menus,3444.544194,650.7365685
wayed,3518.418544,650.7928943
darer,3477.725737,650.7937608
retro,3447.176343,650.9285095
fakes,3479.085789,650.9289428
urvas,3479.688042,650.9315425
scapi,3760.635182,650.932409
apods,3632.830589,650.9562392
howes,3443.955806,650.9926343
